Team 1 Compo,Team 2 Compo,Victory
"['Irelia', 'Jhin', 'Kayn', 'Nunu & Willump', 'Rakan']","['Galio', 'Kalista', 'Lee Sin', 'Malphite', 'Taric']",1
"['Aatrox', 'Ashe', 'Lee Sin', 'Lucian', 'Yuumi']","['Aphelios', 'Hecarim', 'Karma', 'Kennen', 'Orianna']",0
"['Ashe', 'Ekko', 'Kayn', 'Lulu', 'Zoe']","['Ahri', 'Blitzcrank', 'Ezreal', 'Fiora', 'Kindred']",1
"['Gnar', 'Miss Fortune', 'Pyke', 'Vladimir', 'Volibear']","['Ezreal', 'Hecarim', 'Jax', 'Nautilus', 'Taliyah']",1
"['Cassiopeia', 'Kalista', 'Renekton', 'Sejuani', 'Thresh']","['Amumu', 'Garen', 'Janna', 'Jhin', 'Talon']",1
"['Garen', ""Kai'Sa"", 'Kayn', 'Nami', 'Ziggs']","['Ahri', 'Bard', 'Caitlyn', 'Elise', 'Urgot']",0
"['Ahri', 'Ashe', 'Garen', 'Nami', 'Sett']","['Fiddlesticks', 'Irelia', 'Lulu', 'Senna', 'Yone']",1
"['Akali', 'Draven', 'Nocturne', 'Thresh', 'Yasuo']","['Galio', 'Jhin', 'Kayle', ""Kha'Zix"", 'Yone']",0
"['Ashe', 'Garen', 'Graves', 'Thresh', 'Ziggs']","['Jhin', 'Tahm Kench', 'Twisted Fate', 'Urgot', 'Vi']",1
"['Blitzcrank', 'Caitlyn', 'Camille', 'Veigar', 'Xin Zhao']","['Jhin', 'Lillia', 'Ornn', 'Pyke', 'Ziggs']",0
"['Akali', 'Amumu', 'Anivia', 'Garen', 'Miss Fortune']","['Ashe', 'Lux', 'Urgot', 'Vi', 'Zed']",0
"['Caitlyn', 'Kayn', 'Morgana', 'Teemo', 'Yasuo']","['Ashe', 'Lillia', 'Master Yi', 'Poppy', 'Thresh']",0
"['Gangplank', 'Kayn', 'Malphite', 'Varus', 'Viktor']","['Ekko', 'Jhin', 'Vi', 'Yasuo', 'Zed']",0
"['Master Yi', 'Rakan', 'Riven', 'Viktor', 'Xayah']","['Aatrox', 'Ashe', 'Malphite', 'Nautilus', 'Warwick']",0
"['Ekko', 'Jhin', 'Leona', 'Quinn', 'Yasuo']","['Alistar', 'Ezreal', 'LeBlanc', ""Rek'Sai"", 'Renekton']",1
"['Jhin', 'Katarina', 'Lulu', 'Warwick', 'Yone']","['Akali', 'Aphelios', 'Shaco', 'Sona', 'Teemo']",1
"['Jax', 'Jhin', 'Nami', 'Veigar', 'Wukong']","['Cassiopeia', 'Ezreal', 'Lee Sin', 'Pyke', 'Volibear']",0
"['Ashe', ""Kha'Zix"", 'Morgana', 'Ornn', 'Zed']","['Gnar', 'Nautilus', 'Olaf', 'Varus', 'Yone']",0
"['Darius', 'Draven', 'Heimerdinger', 'Nami', 'Warwick']","['Evelynn', ""Kai'Sa"", 'Sett', 'Yuumi', 'Zed']",1
"['Caitlyn', 'Heimerdinger', 'Mordekaiser', 'Nami', 'Warwick']","['Jinx', 'Malphite', 'Syndra', 'Teemo', 'Tryndamere']",1
"['Akali', 'Bard', 'Hecarim', 'Irelia', 'Jinx']","['Ahri', 'Jhin', 'Rammus', 'Thresh', 'Yone']",0
"['Ekko', 'Gnar', 'Thresh', 'Vayne', 'Yasuo']","['Akali', 'Alistar', 'Ashe', 'Kayn', 'Riven']",1
"['Akali', 'Fiddlesticks', 'Jhin', 'Pantheon', 'Shaco']","['Aatrox', 'Hecarim', 'Morgana', 'Vayne', 'Yone']",1
"['Akali', 'Jhin', 'Kindred', 'Veigar', 'Yuumi']","['Darius', 'Diana', 'Ezreal', 'Karma', 'Sett']",0
"['Ezreal', 'Fiddlesticks', 'Mordekaiser', 'Nami', 'Veigar']","['Ekko', 'Garen', ""Kai'Sa"", 'Shaco', 'Soraka']",1
"['Aurelion Sol', 'Miss Fortune', 'Nasus', 'Neeko', 'Yuumi']","['Jhin', 'Mordekaiser', 'Thresh', 'Viktor', 'Vladimir']",0
"['Lucian', 'Pantheon', 'Pyke', 'Volibear', 'Darius']","['Malphite', 'Viktor', 'Yasuo', 'Yone', 'Darius']",0
"['Fiddlesticks', 'Janna', ""Kai'Sa"", 'Urgot', ""Vel'Koz""]","['Morgana', 'Olaf', 'Sylas', 'Tristana', 'Zed']",0
"['Camille', 'Graves', 'Morgana', 'Swain', 'Tristana']","['Caitlyn', 'Jarvan IV', 'Shen', 'Soraka', 'Viktor']",0
"['Jhin', 'Katarina', 'Kayn', 'Nasus', 'Thresh']","['Caitlyn', 'Garen', 'Morgana', 'Nunu & Willump', ""Vel'Koz""]",1
"['Brand', 'Caitlyn', 'Lux', 'Nasus', 'Nunu & Willump']","['Gangplank', 'Jhin', 'Kayn', 'Lucian', 'Pyke']",0
"['Darius', ""Kai'Sa"", 'Pyke', 'Sylas', 'Warwick']","['Caitlyn', 'Fiddlesticks', 'Shen', 'Zed', 'Zyra']",0
"['Caitlyn', 'Fiora', 'Leona', 'Nunu & Willump', 'Vladimir']","['Akali', 'Irelia', 'Kayn', 'Pyke', 'Vayne']",0
"['Jhin', 'Kayn', 'Lux', 'Mordekaiser', 'Sona']","['Akali', 'Ashe', 'Camille', 'Nunu & Willump', 'Rakan']",0
"['Jhin', 'Lee Sin', 'Leona', 'Mordekaiser', 'Yone']","['Gangplank', 'Lux', 'Miss Fortune', 'Rengar', 'Yone']",1
"['Akali', 'Jhin', 'Singed', 'Tahm Kench', 'Yone']","['Kayn', 'Lux', 'Morgana', 'Ornn', 'Vayne']",0
"['Diana', 'Ezreal', 'Kled', 'Pyke', 'Shyvana']","['Ahri', 'Gnar', 'Sett', 'Xayah', 'Yone']",1
"['Ashe', 'Garen', 'Jarvan IV', 'Nautilus', 'Neeko']","['Annie', ""Kai'Sa"", 'Karthus', 'Nasus', 'Thresh']",0
"['Caitlyn', 'Sejuani', 'Senna', 'Tryndamere', 'Xin Zhao']","['Ashe', 'Jax', 'Lissandra', 'Malphite', 'Rakan']",1
"['Draven', 'Fiora', 'Karma', 'Shyvana', ""Vel'Koz""]","['Ashe', 'Corki', 'Garen', 'Hecarim', 'Lux']",1
"['Blitzcrank', 'Graves', 'Lucian', 'Ryze', 'Yone']","['Ashe', 'Irelia', 'Lee Sin', 'Morgana', 'Viktor']",0
"['Darius', 'Lucian', 'Pyke', 'Skarner', 'Yone']","['Diana', 'Miss Fortune', 'Shyvana', 'Sona', 'Wukong']",0
"['Ahri', 'Ashe', 'Kayn', 'Shen', 'Singed']","['Darius', 'Lucian', 'Master Yi', 'Pyke', 'Vladimir']",0
"['Malphite', 'Master Yi', 'Ornn', 'Yasuo', 'Yone']","[""Kai'Sa"", 'Lee Sin', 'Leona', 'Rumble', 'Sett']",1
"['Akali', 'Darius', 'Draven', 'Lucian', 'Yuumi']","['Galio', 'Graves', 'Heimerdinger', 'Senna', 'Yone']",0
"['Ekko', 'Kennen', 'Lillia', 'Olaf', 'Sett']","['Kayn', 'Mordekaiser', 'Neeko', 'Tristana', 'Yasuo']",1
"['Ezreal', 'Irelia', 'Kled', 'Thresh', 'Zac']","['Jhin', 'Master Yi', 'Urgot', 'Yasuo', 'Zilean']",0
"['Ezreal', 'Kayn', 'Sylas', 'Yasuo', 'Zyra']","['Ekko', 'Lucian', 'Master Yi', 'Sett', 'Yuumi']",0
"['Aphelios', 'Katarina', 'Morgana', 'Yone', 'Master Yi']","['Sett', 'Shaco', 'Syndra', 'Yasuo', 'Master Yi']",0
"['Annie', 'Blitzcrank', 'Caitlyn', 'Lee Sin', 'Rengar']","['Akali', ""Kog'Maw"", 'Nami', 'Rammus', 'Yasuo']",0
"['Ekko', 'Ezreal', 'Pantheon', 'Singed', 'Zed']","['Blitzcrank', ""Kha'Zix"", 'Orianna', 'Sett', 'Yasuo']",1
"['Caitlyn', 'Mordekaiser', 'Nocturne', 'Shen', 'Thresh']","['Aphelios', 'Irelia', 'Lissandra', 'Morgana', 'Qiyana']",1
"['Blitzcrank', ""Kai'Sa"", 'Renekton', 'Shaco', 'Yone']","['Jinx', 'Lulu', 'Morgana', 'Nocturne', 'Trundle']",0
"['Lillia', 'Lulu', 'Orianna', 'Vayne', 'Yone']","['Akali', 'Amumu', 'Caitlyn', 'Irelia', 'Lux']",1
"['Amumu', 'Jhin', 'Nautilus', 'Neeko', 'Vladimir']","['Jax', 'Kindred', 'Sett', 'Teemo', 'Tristana']",1
"[""Kai'Sa"", 'Nami', 'Qiyana', ""Rek'Sai"", 'Urgot']","['Lulu', 'Malzahar', 'Shen', 'Tahm Kench', 'Twitch']",0
"['Jhin', 'Qiyana', 'Sett', 'Soraka', 'Teemo']","['Akali', 'Dr. Mundo', 'Miss Fortune', 'Pyke', 'Rammus']",0
"['Caitlyn', 'Graves', 'Lux', 'Malphite', 'Poppy']","['Amumu', 'Cassiopeia', 'Miss Fortune', 'Pyke', 'Tristana']",0
"['Ivern', 'Jhin', 'Ornn', 'Qiyana', ""Vel'Koz""]","['Brand', 'Galio', 'Miss Fortune', 'Sett', 'Vi']",0
"['Azir', 'Lee Sin', 'Lulu', 'Twitch', 'Wukong']","['Ezreal', 'Fiddlesticks', 'Gangplank', 'Sett', 'Thresh']",0
"['Annie', 'Hecarim', 'Kalista', 'Sett', 'Thresh']","['Akali', 'Amumu', 'Camille', ""Kai'Sa"", 'Nautilus']",0
"['Aatrox', 'Jhin', ""Kha'Zix"", 'Leona', 'Lux']","['Hecarim', 'Katarina', 'Kayle', 'Miss Fortune', 'Rakan']",0
"[""Cho'Gath"", 'Kled', ""Kog'Maw"", 'Neeko', 'Senna']","['Bard', 'Fiora', 'Irelia', 'Jhin', 'Warwick']",1
"['Akali', 'Gnar', 'Kayn', 'Lulu', 'Vayne']","['Ashe', 'Darius', 'Diana', 'Yuumi', 'Zac']",0
"['Darius', 'Evelynn', 'Lulu', 'Twitch', 'Yone']","['Ashe', 'Gnar', 'Lux', 'Neeko', 'Volibear']",0
"['Garen', 'Kayn', 'Nautilus', 'Twitch', ""Vel'Koz""]","['Amumu', 'Lulu', 'Sion', 'Vayne', 'Yasuo']",0
"['Orianna', 'Tryndamere', 'Twitch', 'Vi', 'Yuumi']","['Jhin', 'Lulu', 'Urgot', 'Veigar', 'Warwick']",0
"['Irelia', 'Lissandra', 'Lulu', 'Nunu & Willump', 'Twitch']","['Ekko', ""Kai'Sa"", 'Nautilus', 'Nocturne', 'Renekton']",1
"['Jhin', 'Mordekaiser', 'Renekton', 'Thresh', 'Vi']","['Akali', 'Amumu', 'Jinx', 'Urgot', 'Yuumi']",0
"['Brand', 'Braum', 'Fiora', 'Jhin', 'Sejuani']","['Renekton', 'Sylas', 'Thresh', 'Tristana', 'Vi']",0
"['Azir', 'Jinx', 'Master Yi', 'Pyke', 'Senna']","[""Kai'Sa"", 'Shen', 'Sylas', 'Thresh', 'Vi']",0
"['Jinx', 'Lux', 'Rengar', 'Talon', 'Vi']","['Jhin', 'Maokai', 'Sylas', 'Thresh', 'Volibear']",1
"['Amumu', 'Fizz', 'Illaoi', 'Jinx', 'Thresh']","['Ahri', 'Caitlyn', 'Master Yi', 'Ornn', 'Senna']",1
"['Bard', 'Kindred', 'LeBlanc', 'Lucian', 'Shen']","['Aphelios', 'Camille', 'Elise', 'Thresh', 'Viktor']",1
"['Azir', 'Blitzcrank', 'Caitlyn', 'Hecarim', 'Malphite']","['Ezreal', 'Lee Sin', 'Qiyana', 'Swain', 'Thresh']",0
"['Ashe', 'Lillia', 'Lux', 'Neeko', 'Shen']","['Aphelios', 'Gnar', 'Sylas', 'Thresh', 'Vi']",0
"['Heimerdinger', 'Lucian', 'Lux', 'Olaf', 'Poppy']","['Azir', 'Camille', 'Jhin', 'Thresh', 'Vi']",1
"['Ekko', 'Senna', 'Thresh', 'Vayne', 'Yasuo']","['Darius', 'Lillia', 'Lucian', 'Orianna', 'Rakan']",1
"['Ezreal', 'Shen', 'Sona', 'Udyr', 'Viktor']","['Kayn', 'Lulu', 'Sylas', 'Varus', 'Yone']",1
"['Garen', 'Janna', ""Kai'Sa"", 'Maokai', 'Yasuo']","['Jhin', 'Lillia', 'Nasus', 'Pyke', 'Zoe']",0
"['Garen', 'Kayn', 'Senna', 'Yone', 'Morgana']","['Ashe', 'Brand', 'Illaoi', 'Volibear', 'Morgana']",0
"['Garen', 'Janna', 'Jhin', 'Olaf', 'Ziggs']","['Hecarim', 'Lucian', 'Ornn', 'Thresh', 'Zoe']",1
"['Darius', 'Hecarim', ""Kai'Sa"", 'Nautilus', 'Twisted Fate']","['Ashe', 'Evelynn', 'Illaoi', 'Irelia', 'Lux']",0
"['Caitlyn', 'Ekko', 'Gangplank', 'Senna', 'Vladimir']","['Ezreal', 'Garen', 'Hecarim', 'Swain', 'Zyra']",1
"['Caitlyn', 'Morgana', 'Renekton', 'Singed', 'Xin Zhao']","['Bard', 'Garen', 'Ivern', 'Jhin', 'Sylas']",0
"['Evelynn', 'Garen', 'Jhin', 'Leona', 'Urgot']","['Kayn', 'Miss Fortune', 'Nami', 'Sett', 'Veigar']",0
"['Garen', 'Kayn', 'Lucian', 'Taric', 'Twitch']","['Camille', 'Jhin', 'Lee Sin', 'Neeko', 'Shen']",0
"['Ekko', ""Kai'Sa"", 'Urgot', 'Zed', 'Zyra']","['Braum', 'Lucian', 'Singed', ""Vel'Koz"", 'Zac']",1
"['Caitlyn', 'Ekko', 'Jax', 'Lulu', ""Vel'Koz""]","['Akali', 'Jinx', 'Mordekaiser', 'Thresh', 'Wukong']",1
"['Aatrox', 'Caitlyn', 'Katarina', 'Kayn', 'Thresh']","['Diana', 'Gragas', 'Riven', 'Yasuo', 'Yuumi']",1
"['Nasus', 'Nunu & Willump', 'Senna', 'Yasuo', 'Jhin']","['Kayle', 'Lux', 'Nocturne', 'Yone', 'Jhin']",1
"['Lillia', 'Varus', 'Yasuo', 'Zed', 'Warwick']","['Ezreal', 'Galio', 'Kayle', 'Rakan', 'Warwick']",0
"['Galio', 'Kayle', ""Kog'Maw"", 'Nunu & Willump', 'Vi']","['Kayn', 'Lucian', 'Lux', 'Nasus', 'Sylas']",0
"['Jax', 'Miss Fortune', 'Morgana', 'Xin Zhao', 'Yasuo']","['Kennen', 'Rakan', 'Xayah', 'Xin Zhao', 'Yasuo']",1
"['Morgana', 'Renekton', 'Vayne', 'Zac', 'Zilean']","['Akali', 'Jax', ""Kai'Sa"", 'Volibear', 'Zyra']",0
"['Galio', 'Vayne', 'Volibear', 'Xerath', 'Yone']","['Ashe', 'Graves', 'Malzahar', 'Mordekaiser', 'Thresh']",0
"['Ekko', 'Jinx', 'Lulu', 'Ornn', 'Pantheon']","['Akali', 'Ashe', 'Nautilus', ""Rek'Sai"", 'Volibear']",0
"['Darius', 'Garen', 'Lux', 'Rakan', 'Xayah']","['Brand', 'Rengar', 'Sivir', 'Teemo', 'Zilean']",1
"['Aphelios', 'Darius', 'Lillia', 'Sona', 'Zed']","['Ashe', 'Katarina', 'Nocturne', 'Pyke', 'Riven']",1
"[""Kai'Sa"", 'Nasus', 'Sejuani', 'Thresh', 'Viktor']","['Ezreal', 'Kayn', 'Nautilus', 'Tryndamere', 'Veigar']",1
"['Hecarim', 'Jinx', 'Nasus', 'Pyke', 'Zed']","[""Kai'Sa"", 'Thresh', 'Tryndamere', 'Veigar', 'Warwick']",0
"['Sett', 'Thresh', 'Udyr', 'Vayne', 'Yasuo']","['Akali', 'Jax', 'Kled', 'Miss Fortune', 'Pyke']",0
"['Irelia', 'Jhin', 'Rammus', 'Sona', 'Yasuo']","['Galio', 'Lucian', 'Lux', 'Malphite', 'Zac']",0
"['Akali', 'Ezreal', 'Jarvan IV', 'Swain', 'Twisted Fate']","['Ahri', 'Dr. Mundo', 'Jhin', 'Master Yi', 'Soraka']",0
"['Jax', 'Jinx', 'Nasus', 'Pyke', 'Veigar']","['Akali', 'Ashe', 'Fizz', 'Hecarim', 'Soraka']",0
"['Alistar', 'Ashe', 'Graves', 'Lillia', 'Nasus']","['Fizz', 'Kayn', 'Sona', 'Vayne', 'Volibear']",1
"['Fizz', 'Hecarim', 'Vayne', ""Vel'Koz"", 'Yone']","['Caitlyn', 'Lux', 'Ryze', 'Skarner', 'Zed']",1
"['Caitlyn', 'Hecarim', 'Lulu', 'Yasuo', 'Yorick']","['Darius', 'Galio', 'Jhin', 'Lillia', 'Senna']",0
"['Braum', 'Caitlyn', 'Kled', 'Tristana', 'Volibear']","['Ashe', 'Lulu', 'Malzahar', 'Nautilus', 'Vi']",1
"['Amumu', 'Karma', 'Teemo', 'Varus', 'Veigar']","['Ezreal', 'Lee Sin', 'Thresh', 'Viktor', 'Ziggs']",1
"['Caitlyn', 'Morgana', 'Sylas', 'Urgot', 'Vi']","['Jhin', ""Rek'Sai"", 'Swain', 'Teemo', 'Yone']",1
"['Pyke', 'Tristana', 'Urgot', 'Xin Zhao', 'Ziggs']","['Jhin', 'Lulu', 'Lux', 'Rammus', 'Teemo']",1
"[""Kai'Sa"", 'Leona', 'Rammus', 'Teemo', 'Wukong']","['Akali', 'Malzahar', 'Pantheon', 'Trundle', 'Yasuo']",1
"['Kayn', 'Leona', 'Lulu', 'Miss Fortune', 'Yone']","['Jhin', 'Master Yi', 'Mordekaiser', 'Senna', 'Singed']",0
"['Ashe', 'Neeko', 'Rammus', 'Teemo', 'Thresh']","['Ahri', 'Senna', 'Shaco', 'Urgot', 'Varus']",1
"['Lucian', 'Rammus', 'Senna', 'Sion', 'Veigar']","['Ashe', 'Master Yi', 'Shen', 'Thresh', 'Yone']",1
"['Elise', 'Lucian', 'Lulu', 'Tahm Kench', 'Teemo']","['Jhin', 'Thresh', 'Urgot', 'Volibear', 'Yasuo']",0
"['Katarina', 'Lux', 'Teemo', 'Vayne', 'Warwick']","['Ahri', 'Gnar', 'Graves', 'Olaf', 'Swain']",0
"['Ahri', 'Sett', 'Vayne', 'Xin Zhao', 'Yuumi']","['Ekko', 'Ezreal', 'Hecarim', 'Pyke', 'Shyvana']",1
"[""Kai'Sa"", 'Kassadin', 'Lux', 'Sett', 'Xin Zhao']","['Akali', 'Kayn', 'Pyke', 'Senna', 'Yone']",0
"['Evelynn', 'Galio', 'Jhin', 'Karma', 'Yone']","['Ahri', 'Ezreal', 'Kayle', 'Nocturne', 'Pyke']",0
"['Katarina', 'Lux', 'Nocturne', 'Twitch', 'Vayne']","['Akali', 'Ekko', 'Ezreal', 'Kayle', 'Rakan']",0
"['Caitlyn', 'Evelynn', 'Kayle', 'Morgana', 'Yasuo']","['Ashe', 'Draven', 'Lee Sin', 'Poppy', 'Zed']",0
"['Diana', 'Kayle', 'Morgana', 'Vayne', 'Zed']","['Fiddlesticks', 'Lissandra', 'Senna', 'Teemo', 'Yasuo']",0
"['Annie', 'Caitlyn', 'Garen', 'Morgana', 'Nocturne']","['Akali', 'Ashe', 'Nasus', 'Rakan', 'Shyvana']",0
"['Fiddlesticks', 'Lucian', 'Mordekaiser', 'Taric', 'Yorick']","['Akali', 'Ashe', 'Lux', 'Urgot', 'Vi']",1
"['Ahri', 'Ezreal', 'Garen', 'Graves', 'Yuumi']","['Caitlyn', 'Pyke', 'Singed', 'Vi', 'Yasuo']",1
"['Ezreal', 'Jax', 'Leona', 'Neeko', 'Ornn']","['Ahri', 'Lee Sin', 'Lux', 'Miss Fortune', 'Shen']",0
"['Akali', 'Ekko', 'Ryze', 'Senna', 'Zilean']","['Camille', 'Janna', 'Jhin', 'Kayn', 'Orianna']",0
"['Diana', 'Irelia', 'Morgana', 'Rammus', 'Tristana']","['Ahri', 'Brand', 'Dr. Mundo', 'Draven', 'Lee Sin']",0
"['Caitlyn', 'Fizz', 'Morgana', 'Shaco', 'Vi']","['Gangplank', 'Hecarim', 'Lux', 'Twitch', 'Yuumi']",0
"['Ezreal', 'Lux', 'Rengar', 'Tryndamere', 'Yone']","['Garen', 'Jhin', 'Pyke', 'Shen', 'Trundle']",1
"['Irelia', 'Jinx', ""Kha'Zix"", 'Nautilus', 'Yasuo']","['Bard', 'Kalista', 'Kennen', 'Neeko', 'Skarner']",1
"['Galio', 'Hecarim', 'Janna', 'Tristana', 'Zoe']","['Alistar', ""Kai'Sa"", ""Kha'Zix"", 'Lulu', 'Nasus']",1
"['Gangplank', 'Hecarim', 'Kalista', 'Pantheon', 'Syndra']","['Brand', 'Caitlyn', ""Kha'Zix"", 'Nasus', 'Yone']",1
"['Jax', 'Jinx', 'Lux', 'Nunu & Willump', 'Yone']","['Akali', 'Nautilus', 'Tristana', 'Varus', 'Vi']",0
"['Akali', 'Kindred', 'Nautilus', 'Tristana', 'Yone']","['Ashe', 'Orianna', 'Taric', 'Warwick', 'Xayah']",0
"['Garen', 'Lee Sin', 'Lillia', 'Lux', 'Miss Fortune']","[""Cho'Gath"", 'Katarina', 'Pyke', 'Shyvana', 'Xayah']",1
"['Katarina', 'Kindred', 'Pyke', 'Sett', 'Yasuo']","[""Cho'Gath"", 'Lux', 'Miss Fortune', 'Ryze', 'Trundle']",1
"['Ezreal', ""Kai'Sa"", 'Kalista', 'Pyke', 'Yone']","['Annie', 'Leona', 'Miss Fortune', 'Taric', 'Warwick']",1
"['Jhin', 'Lux', 'Shyvana', 'Urgot', 'Zoe']","['Ahri', 'Garen', 'Miss Fortune', 'Sona', 'Twitch']",1
"['Ahri', 'Kindred', 'Miss Fortune', 'Sett', 'Yuumi']","['Aphelios', 'Blitzcrank', 'Pantheon', 'Qiyana', 'Vladimir']",1
"['Jhin', 'Katarina', 'Lee Sin', 'Leona', 'Vayne']","['Akali', 'Sett', 'Xin Zhao', 'Yasuo', 'Yorick']",0
"['Hecarim', 'Karma', 'Katarina', 'Lux', 'Miss Fortune']","['Azir', 'Lillia', 'Nasus', 'Xayah', 'Yuumi']",0
"['Caitlyn', 'Fiora', 'Jax', 'Yone', 'Zilean']","['Ahri', 'Evelynn', 'Irelia', ""Kai'Sa"", 'Rakan']",1
"['Jhin', 'Rakan', 'Soraka', 'Taric', 'Yone']","['Camille', 'Ezreal', 'Pyke', 'Warwick', 'Zoe']",0
"['Ashe', 'Karma', 'Nasus', 'Shen', 'Yasuo']","['Garen', 'Kindred', 'Lux', 'Rakan', 'Tristana']",1
"['Aatrox', 'Jinx', 'Lux', 'Nami', 'Sejuani']","['Annie', 'Rakan', 'Sett', 'Shen', 'Yasuo']",0
"['Akali', 'Janna', 'Kayle', 'Kayn', 'Vayne']","['Ekko', 'Pantheon', 'Shyvana', 'Twisted Fate', 'Veigar']",1
"['Akali', 'Illaoi', 'Karma', 'Twitch', 'Vi']","['Jayce', 'Rakan', 'Senna', 'Sett', 'Teemo']",1
"['Caitlyn', 'Graves', 'Nasus', 'Rakan', 'Twisted Fate']","['Ashe', 'Soraka', 'Teemo', 'Udyr', 'Zed']",0
"['Caitlyn', 'Darius', 'Malphite', 'Sona', 'Volibear']","['Ashe', 'Gnar', 'Master Yi', 'Rakan', 'Yasuo']",1
"['Annie', 'Ashe', 'Jayce', 'Veigar', 'Warwick']","['Kayn', 'Malphite', 'Tahm Kench', 'Teemo', 'Yasuo']",0
"['Ashe', ""Cho'Gath"", 'Senna', 'Twisted Fate', 'Vi']","['Kindred', 'Tryndamere', 'Vayne', ""Vel'Koz"", 'Zoe']",1
"['Draven', 'Trundle', 'Tryndamere', 'Vladimir', 'Zyra']","['Jax', 'Jhin', 'Rakan', 'Shen', 'Wukong']",1
"['Akali', 'Janna', 'Jax', 'Vayne', 'Yone']","['Irelia', 'Jinx', 'Kayn', 'Kennen', 'Sona']",0
"['Kayn', 'Senna', 'Syndra', 'Vladimir', 'Yasuo']","['Ezreal', 'Garen', 'Karma', 'Katarina', 'Warwick']",1
"['Ekko', ""Kai'Sa"", 'Lulu', 'Ornn', 'Zed']","['Kayle', 'Malphite', 'Trundle', 'Vayne', 'Veigar']",0
"['Garen', 'Hecarim', 'Master Yi', 'Qiyana', 'Yasuo']","['Aurelion Sol', 'Kalista', 'Lillia', 'Teemo', 'Volibear']",1
"['Darius', 'Ezreal', 'Leona', 'Sylas', 'Yasuo']","['Aurelion Sol', 'Blitzcrank', 'Jarvan IV', 'Jhin', 'Shen']",0
"['Braum', 'Ekko', 'Lucian', 'Xin Zhao', 'Yone']","['Caitlyn', ""Kha'Zix"", 'Mordekaiser', 'Nami', 'Pyke']",1
"['Braum', 'Kayle', 'Kayn', 'Lucian', 'Veigar']","['Amumu', 'Fiora', 'Galio', 'Lux', 'Sona']",0
"['Caitlyn', 'Galio', 'Kayn', 'Malphite', 'Thresh']","['Ahri', 'Janna', 'Jarvan IV', ""Kai'Sa"", 'Poppy']",1
"['Caitlyn', 'Pantheon', 'Sett', 'Yuumi', 'Zac']","['Blitzcrank', 'Ezreal', 'Shaco', 'Shen', 'Sylas']",0
"['Ashe', 'Braum', 'Lissandra', 'Nunu & Willump', 'Sett']","['Hecarim', 'Kalista', 'Malzahar', 'Thresh', 'Zac']",0
"['Ashe', 'Braum', 'Lissandra', 'Nunu & Willump', 'Sejuani']","['Dr. Mundo', 'Kayn', 'Leona', 'Vayne', 'Xerath']",0
"['Ekko', ""Kai'Sa"", 'Nautilus', 'Rammus', 'Renekton']","['Akali', 'Blitzcrank', 'Nunu & Willump', 'Vayne', 'Wukong']",0
"['Akali', ""Kai'Sa"", 'Leona', 'Lucian', 'Vi']","['Ashe', 'Blitzcrank', 'Lillia', 'Nocturne', 'Wukong']",1
"['Fiora', 'Lucian', 'Lux', 'Mordekaiser', 'Zed']","['Janna', 'Master Yi', 'Rumble', 'Syndra', 'Varus']",1
"['Ahri', 'Ashe', 'Evelynn', 'Lux', 'Volibear']","['Anivia', 'Ezreal', 'Lee Sin', 'Renekton', 'Yone']",0
"['Miss Fortune', 'Rumble', 'Sett', 'Shaco', 'Yone']","['Alistar', 'Evelynn', 'Garen', 'Sylas', 'Vayne']",1
"['Garen', 'Senna', 'Volibear', 'Yasuo', 'Yuumi']","['Ahri', 'Jax', 'Jhin', 'Kennen', 'Sett']",1
"['Kayle', 'Kayn', 'Miss Fortune', 'Nautilus', 'Ryze']","['Ashe', 'Kled', 'Leona', 'Nidalee', 'Yasuo']",1
"['Aphelios', 'Darius', 'Galio', 'Jax', 'Sett']","['Akali', 'Lee Sin', 'Lucian', 'Senna', 'Yone']",1
"['Ezreal', 'Morgana', 'Teemo', 'Veigar', 'Volibear']","['Ekko', 'Jinx', 'Thresh', 'Urgot', 'Vladimir']",1
"['Lissandra', 'Morgana', 'Tryndamere', 'Vayne', 'Irelia']","['Bard', 'Lucian', 'Teemo', 'Volibear', 'Irelia']",1
"['Akali', 'Miss Fortune', 'Renekton', ""Vel'Koz"", 'Volibear']","['Ekko', 'Morgana', 'Ryze', 'Shen', 'Vayne']",1
"[""Kai'Sa"", 'Nasus', 'Soraka', 'Vi', 'Yone']","['Draven', 'Fizz', 'Kayn', 'Mordekaiser', 'Morgana']",1
"['Ezreal', 'Kayle', 'Lux', 'Rengar', 'Sona']","['Ashe', 'Soraka', 'Sylas', 'Syndra', 'Wukong']",1
"['Ashe', 'Galio', 'Olaf', 'Pyke', 'Teemo']","['Ahri', 'Aphelios', 'Nasus', 'Xin Zhao', 'Yuumi']",0
"['Fiora', 'Jhin', 'Lee Sin', 'Sett', 'Veigar']","['Irelia', 'Taric', 'Tristana', 'Vi', 'Viktor']",0
"[""Cho'Gath"", 'Corki', 'Ezreal', 'Kayn', 'Sona']","['Darius', 'Jhin', 'Sejuani', 'Taric', 'Yone']",1
"['Ashe', 'Garen', 'Sett', 'Warwick', 'Yone']","['Fiddlesticks', 'Sivir', 'Sona', 'Wukong', 'Yasuo']",1
"['Ashe', 'Braum', 'Cassiopeia', 'Renekton', 'Warwick']","['Amumu', 'Jhin', 'Lucian', 'Pantheon', 'Twisted Fate']",0
